TIME,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
06.08.202105:30,20,690.5,756.2,73,5,1,0.1,0.1,0.1,1.1,8,15
06.08.202106:00,21,690.7,756.2,73,1,3,0.1,0.1,0.1,1.1,6,16
06.08.202106:30,21,690.7,756.2,73,1.1,2,0.1,0.1,0.1,1.1,6,16
06.08.202107:00,22,690.9,756.2,69,1.1,2,0.1,0.1,0.1,1.1,6,16
06.08.202107:30,23,691.8,756.9,61,5,1,0.1,0.1,0.1,1.1,8,15
06.08.202108:00,23,691.8,756.9,57,4.5,3,0.1,0.1,0.1,1.1,10.1,14
06.08.202108:30,24,692,756.9,54,5.1,2,0.1,0.1,0.1,1.1,10.1,14
06.08.202109:00,25,691.6,756.2,51,1,3,0.1,0.1,0.1,1.1,10.1,14
06.08.202109:30,27,692,756.2,48,1,3,0.1,0.1,0.1,1.1,10.1,15
06.08.202110:00,27,692,756.2,48,5.1,4,0.1,0.1,0.1,1.1,10.1,15
06.08.202110:30,28,692.2,756.2,42,4.1,3,0.1,0.1,0.1,1.1,10.1,14
06.08.202111:00,29,692.4,756.2,35,5,2,0.1,0.1,0.1,1.1,10.1,12
06.08.202111:30,30,692.6,756.2,31,1.1,2,0.1,0.1,0.1,1.1,10.1,11
06.08.202112:00,30,691.8,755.4,29,5.1,1,0.1,0.1,0.1,1.1,10.1,10
06.08.202112:30,32,692.2,755.4,26,5,1,0.1,0.1,0.1,1.1,10.1,10
06.08.202113:00,32,692.2,755.4,27,3,2,0.1,0.1,0.1,1.1,10.1,11
06.08.202113:30,32,691.5,754.6,24,3.1,2,0.1,0.1,0.1,1.1,10.1,9
06.08.202114:00,33,691.7,754.6,23,3,2,0.1,0.1,0.1,1.1,10.1,9
06.08.202114:30,34,691.3,753.9,15,5,2,0.1,0.1,0.1,1.7,10.1,4
06.08.202115:00,35,691.5,753.9,14,5,2,0.1,0.1,0.1,1.7,10.1,4
06.08.202115:30,35,691.5,753.9,14,5,1,0.1,0.1,0.1,1.7,10.1,4
06.08.202116:00,34,691.3,753.9,17,1.5,4,0.1,0.1,0.1,1.7,10.1,6
06.08.202116:30,33,691.1,753.9,20,2.9,3,0.1,0.1,0.1,1.7,10.1,7
06.08.202117:00,33,691.1,753.9,20,3,3,0.1,0.1,0.1,1.1,10.1,7
06.08.202117:30,32,690.9,753.9,24,3,3,0.1,0.1,0.1,1.1,10.1,9
06.08.202118:00,31,690.7,753.9,25,3.1,2,0.1,0.1,0.1,1.1,10.1,9
06.08.202118:30,30,690.5,753.9,33,5,1,0.1,0.1,0.1,1.1,10.1,12
06.08.202119:00,29,690.3,753.9,33,5,1,0.1,0.1,0.1,1.1,10.1,11
06.08.202119:30,30,691.1,754.6,29,1.9,2,0.1,0.1,0.1,1.1,10.1,10
06.08.202120:00,28,690.7,754.6,42,1.9,5,0.1,0.1,0.1,1.1,10.1,14
06.08.202120:30,27,690.5,754.6,45,2,5,0.1,0.1,0.1,1.1,10.1,14
06.08.202121:00,27,691.2,755.4,48,2,6,0.1,0.1,0.1,1.1,10.1,15
06.08.202121:30,26,691,755.4,51,2,6,0.1,0.1,0.1,1.1,10.1,15
06.08.202122:00,26,691,755.4,51,2,7,0.1,0.1,0.1,1.1,10.1,15
06.08.202122:30,26,691,755.4,54,2,5,0.1,0.1,0.1,1.1,10.1,16
06.08.202123:00,26,691,755.4,58,1.9,4,0.1,0.1,0.1,1.1,10.1,17
06.08.202123:30,25,691.6,756.2,61,2,5,0.1,0.1,0.1,1.1,10.1,17
06.09.202100:00,18,699.6,766.6,88,1,1,0.1,31,0.1,13.7,10.1,16
06.09.202100:30,18,699.6,766.6,88,1,1,0.1,0.1,0.1,13.7,10.1,16
06.09.202101:00,18,698.8,765.8,88,4.5,1,0.1,0.1,0.1,1.6,10.1,16
06.09.202101:30,18,698.8,765.8,88,5,1,0.1,0.1,0.1,1.1,10.1,16
06.09.202102:00,18,698.8,765.8,88,2.5,1,0.1,0.1,0.1,1.1,6,16
06.09.202102:30,18,698.8,765.8,88,2.9,1,0.1,0.1,0.1,1.1,6,16
06.09.202103:00,18,698.8,765.8,88,5,1,0.1,0.1,0.1,1.1,7,16
06.09.202103:30,17,698.6,765.8,94,4.5,1,0.1,0.1,0.1,1.1,9,16
06.09.202104:00,18,698.8,765.8,88,1,2,0.1,0.1,0.1,1.1,10.1,16
06.09.202104:30,17,698.6,765.8,88,4.5,2,0.1,0.1,0.1,1.1,10.1,15
06.09.202105:00,17,697.9,765,88,1,2,0.1,0.1,0.1,1.1,10.1,15
06.09.202105:30,17,697.9,765,88,4.5,2,0.1,0.1,0.1,1.1,10.1,15
06.09.202106:00,17,697.9,765,88,4.5,2,0.1,0.1,0.1,1.1,10.1,15
06.09.202106:30,17,698.6,765.8,88,5,1,0.1,0.1,0.1,1.1,10.1,15
06.09.202107:00,17,698.6,765.8,88,3.5,1,0.1,0.1,0.1,1.1,10.1,15
06.09.202107:30,18,698.8,765.8,88,3.9,2,0.1,0.1,0.1,1.1,10.1,16
06.09.202108:00,18,698.8,765.8,88,3.9,2,0.1,0.1,0.1,1.1,7,16
06.09.202108:30,18,698.8,765.8,88,3.9,2,0.1,0.1,0.1,1.1,8,16
06.09.202109:00,19,699,765.8,83,3.5,2,0.1,0.1,0.1,1.1,8,16
06.09.202109:30,19,699,765.8,83,3.5,2,0.1,0.1,0.1,1.1,8,16
06.09.202110:00,19,699,765.8,78,5,1,0.1,0.1,0.1,1.73,8,15
06.09.202110:30,21,699.5,765.8,69,5,1,0.1,0.1,0.1,1.73,10.1,15
06.09.202111:00,22,699.7,765.8,65,5,1,0.1,0.1,0.1,1.5,10.1,15
06.09.202111:30,22,699.7,765.8,65,5,1,0.1,0.1,0.1,29,10.1,15
06.09.202112:00,22,699.7,765.8,61,1,4,0.1,0.1,0.1,29,10.1,14
06.09.202112:30,21,698.8,765,60,1,5,0.1,0.1,0.1,29,10.1,13
06.09.202113:00,21,698.8,765,64,5.1,4,0.1,0.1,0.1,29.1,10.1,14
06.09.202113:30,21,698.8,765,64,1,4,0.1,0.1,0.1,1.5,10.1,14
06.09.202114:00,22,699,765,61,1,5,0.1,0.1,0.1,29.2,10.1,14
06.09.202114:30,23,699.2,765,53,1,5,0.1,0.1,0.1,6.1,10.1,13
06.09.202115:00,23,698.5,764.3,50,1,5,0.1,0.1,0.1,6.1,10.1,12
06.09.202115:30,23,698.5,764.3,47,1,6,0.1,0.1,0.1,6.1,10.1,11
06.09.202116:00,23,698.5,764.3,47,1,6,0.1,0.1,0.1,6.1,10.1,11
06.09.202116:30,23,698.5,764.3,47,1,4,0.1,0.1,0.1,6.1,10.1,11
06.09.202117:00,23,698.5,764.3,47,1.1,4,0.1,0.1,0.1,1.1,10.1,11
06.09.202117:30,22,698.3,764.3,50,1.1,4,0.1,0.1,0.1,1.1,10.1,11
06.09.202118:00,22,698.3,764.3,50,1,3,0.1,0.1,0.1,1.1,10.1,11
06.09.202118:30,21,698.1,764.3,57,1.1,2,0.1,0.1,0.1,1.1,10.1,12
06.09.202119:00,20,697.9,764.3,60,5,1,0.1,0.1,0.1,1.1,10.1,12
06.09.202119:30,18,698.1,765,73,4.5,1,0.1,0.1,0.1,1.1,10.1,13
06.09.202120:00,18,698.1,765,73,1.1,2,0.1,0.1,0.1,1.1,10.1,13
06.09.202120:30,18,698.1,765,68,5,1,0.1,0.1,0.1,1.1,10.1,12
06.09.202121:00,18,698.8,765.8,68,5,1,0.1,0.1,0.1,1.1,10.1,12
06.09.202121:30,18,698.8,765.8,64,5,1,0.1,0.1,0.1,1.1,10.1,11
06.09.202122:00,17,698.6,765.8,68,5,1,0.1,0.1,0.1,1.1,10.1,11
06.09.202122:30,17,698.6,765.8,68,2,2,0.1,0.1,0.1,1.1,10.1,11
06.09.202123:00,15,698.2,765.8,77,2,1,0.1,0.1,0.1,1.1,10.1,11
06.09.202123:30,14,697.9,765.8,82,2.9,1,0.1,0.1,0.1,1.1,10.1,11
06.10.202100:00,7,700.5,770.4,93,2.1,2,0.1,31,0.1,11.3,10.1,6
06.10.202100:30,7,700.5,770.4,93,2.1,1,0.1,31,0.1,11.3,10.1,6
06.10.202101:00,7,700.5,770.4,93,2,2,0.1,31,0.1,11.3,10.1,6
06.10.202101:30,7,700.5,770.4,87,2,2,0.1,31,0.1,11.3,10.1,5
06.10.202102:00,7,700.5,770.4,87,1.9,2,0.1,31,0.1,11.3,10.1,5
06.10.202102:30,7,700.5,770.4,87,5,1,0.1,31,0.1,11.3,10.1,5
06.10.202103:00,7,700.5,770.4,87,2,2,0.1,31,0.1,11.3,10.1,5
06.10.202103:30,7,699.8,769.6,87,1.9,2,0.1,31,0.1,11.3,10.1,5
06.10.202104:00,7,699.8,769.6,87,1.9,2,0.1,31,0.1,11.3,10.1,5
06.10.202104:30,7,699.8,769.6,87,1.9,2,0.1,31,0.1,11.3,10.1,5
06.10.202105:00,7,699.1,768.9,87,5,1,0.1,31,0.1,11.3,10.1,5
06.10.202105:30,7,699.1,768.9,87,1.9,2,0.1,31,0.1,11.3,10.1,5
06.10.202106:00,7,699.1,768.9,87,1.9,2,0.1,31,0.1,11.3,10.1,5
06.10.202106:30,7,699.1,768.9,87,1.5,2,0.1,31,0.1,11.3,10.1,5
06.10.202107:00,7,699.1,768.9,87,1.1,2,0.1,31,0.1,11.3,10.1,5
06.10.202107:30,7,699.1,768.9,87,1.5,2,0.1,31,0.1,11.3,7,5
06.10.202108:00,7,699.1,768.9,87,1.9,3,0.1,31,0.1,11.3,8,5
06.10.202108:30,7,699.1,768.9,87,1.9,2,0.1,31,0.1,11.3,10.1,5
06.10.202109:00,7,699.1,768.9,93,5,1,0.1,31,0.1,11.3,10.1,6
06.10.202109:30,7,699.8,769.6,93,1.5,2,0.1,31,0.1,11.3,10.1,6
06.10.202110:00,7,699.1,768.9,93,1.5,2,0.1,1,0.1,11.3,10.1,6
06.10.202110:30,7,699.1,768.9,93,1.1,2,0.1,1,0.1,11.3,10.1,6
06.10.202111:00,8,699.4,768.9,87,1,1,0.1,1,0.1,11.3,10.1,6
06.10.202111:30,8,699.4,768.9,87,1,2,0.1,1,0.1,18,10.1,6
06.10.202112:00,8,699.4,768.9,87,1.1,2,0.1,1,0.1,18,7,6
06.10.202112:30,8,698.6,768.1,87,1.1,2,0.1,1,0.1,18,8,6
06.10.202113:00,8,698.6,768.1,87,1,2,0.1,1,0.1,18,8,6
06.10.202113:30,8,697.9,767.3,87,1,2,0.1,1,0.1,18,8,6
06.10.202114:00,8,697.9,767.3,93,1,2,0.1,31,1,18,8,7
06.10.202114:30,8,697.9,767.3,93,1,2,0.1,31,0.1,18,8,7
06.10.202115:00,8,697.3,766.6,93,1,2,0.1,31,0.1,18,10.1,7
06.10.202115:30,8,697.3,766.6,93,0,0,0.1,31,0.1,18,10.1,7
06.10.202116:00,9,697.5,766.6,87,5,1,0.1,31,0.1,18,10.1,7
06.10.202116:30,9,697.5,766.6,87,5,1,0.1,0.1,0.1,18,10.1,7
06.10.202117:00,9,697.5,766.6,87,5,1,0.1,0.1,0.1,2.3,10.1,7
06.10.202117:30,9,697.5,766.6,82,5,1,0.1,0.1,0.1,2.3,10.1,6
06.10.202118:00,9,697.5,766.6,82,5,1,0.1,0.1,0.1,1.2,10.1,6
06.10.202118:30,9,697.5,766.6,87,3.5,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202119:00,9,697.5,766.6,87,5,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202119:30,8,697.9,767.3,93,3.1,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202120:00,9,698.2,767.3,87,5,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202120:30,8,697.9,767.3,93,5,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202121:00,8,697.9,767.3,93,3,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202121:30,8,698.6,768.1,93,3,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202122:00,8,698.6,768.1,93,3,1,0.1,0.1,0.1,1.2,10.1,7
06.10.202122:30,8,697.9,767.3,93,5,1,0.1,0.1,0.1,22.3,10.1,7
06.10.202123:00,8,697.9,767.3,93,3.1,1,0.1,0.1,0.1,22.3,8,7
06.10.202123:30,8,697.9,767.3,93,3,1,0.1,0.1,0.1,22.3,8,7
06.11.202100:00,12,694.8,762.8,67,2,4,0.1,7,0.1,1.1,4,6
06.11.202100:30,12,694.8,762.8,67,2,2,0.1,7,0.1,1.1,4,6
06.11.202101:00,12,694.8,762.8,67,2,3,0.1,7,0.1,1.1,4,6
06.11.202101:30,12,694.8,762.8,67,2,3,0.1,7,0.1,1.1,4,6
06.11.202102:00,11,694.5,762.8,72,2,3,0.1,7,0.1,1.1,4,6
06.11.202102:30,11,694.5,762.8,72,5,1,0.1,7,0.1,1.1,4,6
06.11.202103:00,11,694.5,762.8,72,1.9,1,0.1,7,0.1,1.1,4,6
06.11.202103:30,11,694.5,762.8,72,2.1,1,0.1,7,0.1,1.1,4,6
06.11.202104:00,10,694.3,762.8,82,2.1,1,0.1,11,0.1,1.1,4,7
06.11.202104:30,11,694.5,762.8,72,2,2,0.1,11,0.1,1.1,4,6
06.11.202105:00,10,694.3,762.8,76,2.1,2,0.1,11,0.1,1.1,4,6
06.11.202105:30,10,694.3,762.8,76,2.1,1,0.1,11,0.1,1.1,4,6
06.11.202106:00,10,694.3,762.8,76,5,1,0.1,11,0.1,1.1,4,6
06.11.202106:30,10,694.3,762.8,76,2.5,1,0.1,11,0.1,1.1,3.5,6
06.11.202107:00,10,694.3,762.8,82,5.1,1,0.1,11,0.1,1.7,3,7
06.11.202107:30,10,694.3,762.8,82,5,1,0.1,11,0.1,1.7,2.5,7
06.11.202108:00,11,694.5,762.8,77,2,1,0.1,11,0.1,1.6,2.5,7
06.11.202108:30,12,695.4,763.5,72,2.1,2,0.1,11,0.1,1.6,2.5,7
06.11.202109:00,12,695.4,763.5,72,5,1,0.1,11,0.1,1.7,2.8,7
06.11.202109:30,13,695.6,763.5,67,2,2,0.1,7,0.1,1.1,3,7
06.11.202110:00,13,696.3,764.3,67,5,1,0.1,7,0.1,1.1,3,7
06.11.202110:30,13,696.3,764.3,72,2.9,2,0.1,7,0.1,1.1,3,8
06.11.202111:00,13,696.3,764.3,72,3,2,0.1,7,0.1,1.1,2.8,8
06.11.202111:30,12,696.1,764.3,77,3.9,2,0.1,7,0.1,1.1,2.5,8
06.11.202112:00,12,696.1,764.3,77,3.5,3,0.1,7,0.1,1.1,2.5,8
06.11.202112:30,11,695.9,764.3,77,3.9,4,0.1,11,0.1,1.1,1.6,7
06.11.202113:00,9,695.4,764.3,66,3.9,5,0.1,7,0.1,1.1,4.5,3
06.11.202113:30,7,695,764.3,76,3.9,4,0.1,317,0.1,1.1,4.5,3
06.11.202114:00,5,695.1,765,87,3.9,3,0.1,3111,0.1,1.3,2.5,3
06.11.202114:30,5,695.1,765,93,3.5,3,0.1,3111,0.1,1.3,2.5,4
06.11.202115:00,5,695.8,765.8,93,3.9,2,0.1,3111,0.1,1.3,3.5,4
06.11.202115:30,4,695.6,765.8,87,4.1,3,0.1,31,0.1,1.3,8,2
06.11.202116:00,4,696.3,766.6,87,3.9,3,0.1,3111,0.1,1.3,3.5,2
06.11.202116:30,3,696.7,767.3,87,3.9,3,0.1,31,0.1,1.3,6,1
06.11.202117:00,3,697.5,768.1,87,3.9,3,0.1,31,0.1,1.3,8,1
06.11.202117:30,3,697.5,768.1,87,4.1,3,0.1,31600,0.1,11.2,8,1
06.11.202118:00,2,697.9,768.9,87,4,4,0.1,31600,0.1,11.2,10.1,0
06.11.202118:30,2,697.9,768.9,81,4.1,3,0.1,31600,0.1,11.2,10.1,-1
06.11.202119:00,2,698.6,769.6,75,4.5,5,0.1,31600,0.1,11.2,10.1,-2
06.11.202119:30,0,698.8,770.4,93,4.5,6,0.1,3600111,0.1,11.2,4.5,-1
06.11.202120:00,0,698.8,770.4,93,4.5,7,0.1,3600111,0.1,1.2,4.5,-1
06.11.202120:30,-1,698.5,770.4,93,4.5,6,0.1,36001,0.1,1.2,6,-2
06.11.202121:00,-1,698.5,770.4,93,4.5,7,0.1,360011,0.1,1.2,3.5,-2
06.11.202121:30,-1,699.2,771.1,86,4.5,6,0.1,360011,0.1,1.2,4.5,-3
06.11.202122:00,-2,699.7,771.9,93,4.5,6,0.1,360011,0.1,18.79,2,-3
06.11.202122:30,-2,699.7,771.9,93,4.5,6,0.1,360011,0.1,9.1,2.8,-3
06.11.202123:00,-2,700.4,772.7,86,4.5,7,0.1,360011,0.1,9.1,2.2,-4
06.11.202123:30,-3,700.1,772.7,93,4.5,7,0.1,360011,0.1,9.1,1.3,-4
07.01.202100:00,-18,700,777,21,4.5,7,0.1,0.1,0.1,1.1,10.1,-35
07.01.202100:30,-18,700.6,777.7,21,4.1,6,11,0.1,0.1,1.1,10.1,-35
07.01.202101:00,-18,700,777,21,4.1,6,0.1,0.1,0.1,1.1,10.1,-35
07.01.202101:30,-19,699.7,777,25,4.5,7,0.1,0.1,0.1,1.1,10.1,-34
07.01.202102:00,-19,699.7,777,25,4.5,7,0.1,0.1,0.1,1.1,10.1,-34
07.01.202102:30,-19,699.7,777,25,4.5,7,0.1,0.1,0.1,1.1,10.1,-34
07.01.202103:00,-19,699.7,777,25,4.5,7,0.1,0.1,0.1,1.1,10.1,-34
07.01.202103:30,-19,698.9,776.2,25,4.5,6,0.1,0.1,0.1,1.1,10.1,-34
07.01.202104:00,-19,698.9,776.2,25,4.5,6,0.1,0.1,0.1,1.1,10.1,-34
07.01.202104:30,-19,698.9,776.2,28,4.1,5,0.1,0.1,0.1,1.1,10.1,-33
07.01.202105:00,-18,698.6,775.5,23,4.1,6,0.1,0.1,0.1,1.1,10.1,-34
07.01.202105:30,-18,699.2,776.2,26,4.1,6,0.1,0.1,0.1,1.1,10.1,-33
07.01.202106:00,-18,698.6,775.5,26,4.1,6,0.1,0.1,0.1,1.1,10.1,-33
07.01.202106:30,-18,698.6,775.5,26,4.1,6,0.1,0.1,0.1,1.1,10.1,-33
07.01.202107:00,-18,699.2,776.2,26,4,5,0.1,0.1,0.1,1.1,10.1,-33
07.01.202107:30,-19,698.9,776.2,31,3.9,4,0.1,0.1,0.1,1.1,10.1,-32
07.01.202108:00,-19,698.9,776.2,31,3.5,3,0.1,0.1,0.1,1.1,10.1,-32
07.01.202108:30,-19,698.9,776.2,34,3.9,4,0.1,0.1,0.1,1.1,10.1,-31
07.01.202109:00,-18,699.2,776.2,31,4,6,0.1,0.1,0.1,1.1,10.1,-31
07.01.202109:30,-17,699.5,776.2,29,3.9,6,0.1,0.1,0.1,1.1,10.1,-31
07.01.202110:00,-16,699.8,776.2,26,3.9,5,0.1,0.1,0.1,1.1,10.1,-31
07.01.202110:30,-15,700.1,776.2,27,3.9,6,0.1,0.1,0.1,1.1,10.1,-30
07.01.202111:00,-15,699.4,775.5,24,4,6,0.1,0.1,0.1,1.1,10.1,-31
07.01.202111:30,-13,700,775.5,21,4,6,0.1,0.1,0.1,1.1,10.1,-31
07.01.202112:00,-13,699.3,774.7,21,3.9,5,0.1,0.1,0.1,1.1,10.1,-31
07.01.202112:30,-12,698.8,773.9,19,3.9,5,0.1,0.1,0.1,1.1,10.1,-31
07.01.202113:00,-11,698.7,773.4,17,3.9,5,0.1,0.1,0.1,1.1,10.1,-31
07.01.202113:30,-11,698,772.7,17,4,6,0.1,0.1,0.1,1.1,10.1,-31
07.01.202114:00,-10,698.3,772.7,18,4,6,0.1,0.1,0.1,1.1,10.1,-30
07.01.202114:30,-9,698.6,772.7,16,4,7,0.1,0.1,0.1,1.1,10.1,-30
07.01.202115:00,-8,698.8,772.7,17,4.1,7,0.1,0.1,0.1,1.1,10.1,-29
07.01.202115:30,-8,698.8,772.7,15,4.1,8,0.1,0.1,0.1,1.1,10.1,-30
07.01.202116:00,-8,698.8,772.7,17,4.1,7,0.1,0.1,0.1,1.1,10.1,-29
07.01.202116:30,-9,698.6,772.7,16,4.1,7,0.1,0.1,0.1,1.1,10.1,-30
07.01.202117:00,-10,698.3,772.7,18,4.1,8,0.1,0.1,0.1,1.1,10.1,-30
07.01.202117:30,-10,698.9,773.4,18,4.1,7,0.1,0.1,0.1,1.1,10.1,-30
07.01.202118:00,-11,698.7,773.4,21,4.1,8,0.1,0.1,0.1,1.1,10.1,-29
07.01.202118:30,-11,699.1,773.9,19,4.5,8,0.1,0.1,0.1,1.1,10.1,-30
07.01.202119:00,-11,699.1,773.9,21,4.5,7,0.1,0.1,0.1,1.1,10.1,-29
07.01.202119:30,-11,699.1,773.9,21,4.5,7,12,0.1,0.1,1.1,10.1,-29
07.01.202120:00,-11,699.1,773.9,21,4.5,7,0.1,0.1,0.1,1.1,10.1,-29
07.01.202120:30,-11,699.1,773.9,21,4.5,7,0.1,0.1,0.1,1.1,10.1,-29
07.01.202121:00,-11,699.1,773.9,21,4.5,6,0.1,0.1,0.1,1.1,10.1,-29
07.01.202121:30,-11,698.7,773.4,21,4.1,5,0.1,0.1,0.1,1.1,10.1,-29
07.01.202122:00,-12,698.4,773.4,23,4.1,4,0.1,0.1,0.1,1.1,10.1,-29
07.01.202122:30,-11,698.7,773.4,21,4,3,0.1,0.1,0.1,1.1,10.1,-29
07.01.202123:00,-12,698.4,773.4,23,4,4,0.1,0.1,0.1,1.1,10.1,-29
07.01.202123:30,-13,698.1,773.4,27,3.9,4,0.1,0.1,0.1,1.1,10.1,-28
07.02.202100:00,0,693.9,765,29,2.1,2,0.1,0.1,0.1,1.1,10.1,-16
07.02.202100:30,-1,693.7,765,34,2,2,0.1,0.1,0.1,1.1,10.1,-15
07.02.202101:00,-2,693.4,765,34,1.5,2,0.1,0.1,0.1,1.1,10.1,-16
07.02.202101:30,-2,693.4,765,37,5,1,0.1,0.1,0.1,1.1,10.1,-15
07.02.202102:00,-3,693.1,765,39,5.1,2,0.1,0.1,0.1,1.1,10.1,-15
07.02.202102:30,-4,693.6,765.8,42,1.5,2,0.1,0.1,0.1,1.1,10.1,-15
07.02.202103:00,-4,693.6,765.8,50,5,1,0.1,0.1,0.1,1.1,10.1,-13
07.02.202103:30,-4,693.6,765.8,42,2.1,3,0.1,0.1,0.1,1.1,10.1,-15
07.02.202104:00,-3,693.9,765.8,46,2.5,2,0.1,0.1,0.1,1.1,10.1,-13
07.02.202104:30,-5,693.4,765.8,50,2,2,0.1,0.1,0.1,1.1,10.1,-14
07.02.202105:00,-5,694.1,766.6,46,2.1,2,0.1,0.1,0.1,1.1,10.1,-15
07.02.202105:30,-4,694.3,766.6,46,1.1,1,0.1,0.1,0.1,1.1,10.1,-14
07.02.202106:00,-5,694.1,766.6,50,1,2,0.1,0.1,0.1,1.1,10.1,-14
07.02.202106:30,-4,695,767.3,46,5,1,0.1,0.1,0.1,1.1,10.1,-14
07.02.202107:00,-3,695.2,767.3,50,1.1,3,0.1,0.1,0.1,1.1,10.1,-12
07.02.202107:30,-2,696.2,768.1,40,5,1,0.1,0.1,0.1,1.1,10.1,-14
07.02.202108:00,-3,696,768.1,46,1.9,2,0.1,0.1,0.1,1.1,10.1,-13
07.02.202108:30,2,697.9,768.9,27,1.9,4,0.1,0.1,0.1,1.1,10.1,-15
07.02.202109:00,2,697.9,768.9,32,1.9,4,0.1,0.1,0.1,1.1,10.1,-13
07.02.202109:30,3,698.2,768.9,33,1.9,5,0.1,0.1,0.1,1.1,10.1,-12
07.02.202110:00,4,699.1,769.6,30,1.9,3,0.1,0.1,0.1,1.1,10.1,-12
07.02.202110:30,4,699.1,769.6,33,1.9,4,0.1,0.1,0.1,1.1,10.1,-11
07.02.202111:00,5,699.3,769.6,28,2,5,0.1,0.1,0.1,1.1,10.1,-12
07.02.202111:30,6,699.5,769.6,29,2.1,4,0.1,0.1,0.1,1.1,10.1,-11
07.02.202112:00,7,699.8,769.6,25,2,2,0.1,0.1,0.1,1.1,10.1,-12
07.02.202112:30,8,699.4,768.9,23,5,1,0.1,0.1,0.1,1.1,10.1,-12
07.02.202113:00,8,699.4,768.9,20,1.1,2,0.1,0.1,0.1,1.1,10.1,-14
07.02.202113:30,9,698.9,768.1,18,5,1,0.1,0.1,0.1,1.1,10.1,-14
07.02.202114:00,9,698.9,768.1,18,5,2,0.1,0.1,0.1,1.1,10.1,-14
07.02.202114:30,10,698.4,767.3,16,5.1,2,0.1,0.1,0.1,1.1,10.1,-15
07.02.202115:00,10,698.4,767.3,16,5,2,0.1,0.1,0.1,1.1,10.1,-15
07.02.202115:30,11,698.6,767.3,13,1,1,0.1,0.1,0.1,1.1,10.1,-16
07.02.202116:00,11,698.6,767.3,13,5.1,2,0.1,0.1,0.1,1.1,10.1,-16
07.02.202116:30,10,698.4,767.3,14,1,4,0.1,0.1,0.1,1.1,10.1,-16
07.02.202117:00,10,698.4,767.3,16,1,5,0.1,0.1,0.1,1.1,10.1,-15
07.02.202117:30,8,698.6,768.1,20,1,5,0.1,0.1,0.1,1.1,10.1,-14
07.02.202118:00,5,697.9,768.1,22,1,4,0.1,0.1,0.1,1.1,10.1,-15
07.02.202118:30,6,698.9,768.9,21,1,4,0.1,0.1,0.1,1.1,10.1,-15
07.02.202119:00,5,698.7,768.9,19,1,4,0.1,0.1,0.1,1.1,10.1,-17
07.02.202119:30,4,699.1,769.6,18,1,3,0.1,0.1,0.1,1.1,10.1,-18
07.02.202120:00,4,699.1,769.6,20,2,3,0.1,0.1,0.1,1.1,10.1,-17
07.02.202120:30,2,699.3,770.4,32,2.1,3,0.1,0.1,0.1,1.1,10.1,-13
07.02.202121:00,2,699.3,770.4,41,2.1,5,0.1,0.1,0.1,1.1,10.1,-10
07.02.202121:30,2,699.9,771.1,41,2.1,5,0.1,0.1,0.1,1.1,10.1,-10
07.02.202122:00,2,699.9,771.1,41,2,5,0.1,0.1,0.1,1.1,10.1,-10
07.02.202122:30,1,699.7,771.1,44,2,6,0.1,0.1,0.1,1.1,10.1,-10
07.02.202123:00,1,699.7,771.1,44,2,5,0.1,0.1,0.1,1.1,10.1,-10
07.02.202123:30,0,699.4,771.1,51,2,5,0.1,0.1,0.1,1.1,10.1,-9
07.03.202100:00,1,699.7,771.1,70,2,5,0.1,0.1,0.1,2.3,8,-4
07.03.202100:30,1,699.7,771.1,70,2,4,0.1,0.1,0.1,2.3,6,-4
07.03.202101:00,2,699.3,770.4,65,2.1,4,0.1,0.1,0.1,2.3,6,-4
07.03.202101:30,2,699.9,771.1,65,2.1,3,0.1,0.1,0.1,2.3,6,-4
07.03.202102:00,2,699.3,770.4,65,2.1,3,0.1,0.1,0.1,2.3,6,-4
07.03.202102:30,2,699.3,770.4,65,2.1,3,0.1,0.1,0.1,2.3,6,-4
07.03.202103:00,2,699.3,770.4,65,2.1,3,0.1,0.1,0.1,2.3,6,-4
07.03.202103:30,2,698.6,769.6,65,2.1,2,0.1,0.1,0.1,2.3,7,-4
07.03.202104:00,1,698.3,769.6,75,2.5,1,0.1,0.1,0.1,2.3,7,-3
07.03.202104:30,1,698.3,769.6,75,2.5,1,0.1,0.1,0.1,2.3,7,-3
07.03.202105:00,2,698.6,769.6,70,5,1,0.1,0.1,0.1,2.3,7,-3
07.03.202105:30,2,698.6,769.6,70,5,1,0.1,0.1,0.1,2.3,7,-3
07.03.202106:00,2,698.6,769.6,70,0,0,0.1,0.1,0.1,2.3,6,-3
07.03.202106:30,2,698.6,769.6,75,5,1,0.1,0.1,0.1,2.3,6,-2
07.03.202107:00,2,698.6,769.6,75,0,0,0.1,7,0.1,2.3,5,-2
07.03.202107:30,2,698.6,769.6,75,5,1,0.1,7,0.1,2.3,5,-2
07.03.202108:00,2,698.6,769.6,75,3.1,1,0.1,7,0.1,1.1,5,-2
