TIME,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
07.03.202108:30,3,699.5,770.4,70,3.5,1,0.1,7,0.1,1.1,5,-2
07.03.202109:00,3,699.5,770.4,65,5,1,0.1,0.1,0.1,1.1,6,-3
07.03.202109:30,3,699.5,770.4,65,5,1,0.1,0.1,0.1,1.1,6,-3
07.03.202110:00,4,699.8,770.4,65,3.9,1,0.1,7,0.1,1.1,5,-2
07.03.202110:30,4,699.8,770.4,65,5,1,0.1,7,0.1,1.1,5,-2
07.03.202111:00,5,699.3,769.6,61,5,1,0.1,7,0.1,1.1,5,-2
07.03.202111:30,5,699.3,769.6,66,3.1,2,0.1,7,0.1,1.1,4.5,-1
07.03.202112:00,6,699.5,769.6,61,3.1,2,0.1,7,0.1,1.1,4.5,-1
07.03.202112:30,7,699.1,768.9,57,3.1,1,0.1,7,0.1,1.1,4,-1
07.03.202113:00,8,699.4,768.9,53,5,2,0.1,7,0.1,1.1,3.5,-1
07.03.202113:30,8,698.6,768.1,53,3.5,3,0.1,7,0.1,1.1,3.5,-1
07.03.202114:00,9,698.2,767.3,54,3,3,0.1,7,0.1,1.1,4,0
07.03.202114:30,10,698.4,767.3,47,3,2,0.1,7,0.1,1.1,4,-1
07.03.202115:00,10,697.8,766.6,47,5,2,0.1,7,0.1,1.1,4,-1
07.03.202115:30,11,698,766.6,47,5,1,0.1,7,0.1,1.1,4,0
07.03.202116:00,11,698,766.6,47,3.5,2,0.1,7,0.1,1.1,4,0
07.03.202116:30,11,697.3,765.8,47,2.9,2,0.1,7,0.1,1.1,4,0
07.03.202117:00,11,697.3,765.8,47,3.1,2,0.1,7,0.1,1.1,4,0
07.03.202117:30,11,697.3,765.8,47,4,2,0.1,7,0.1,1.1,4,0
07.03.202118:00,10,697.8,766.6,50,4,2,0.1,7,0.1,1.1,4,0
07.03.202118:30,9,697.5,766.6,54,3.9,2,0.1,7,0.1,1.1,3.5,0
07.03.202119:00,8,697.3,766.6,57,0,0,0.1,7,0.1,1.1,5,0
07.03.202119:30,6,696.8,766.6,66,5,1,0.1,7,0.1,1.1,5,0
07.03.202120:00,8,697.3,766.6,62,2,2,0.1,7,0.1,1.1,4.5,1
07.03.202120:30,7,697,766.6,61,2,2,0.1,7,0.1,1.1,4,0
07.03.202121:00,6,697.4,767.3,66,2,2,0.1,7,0.1,1.1,5,0
07.03.202121:30,6,697.4,767.3,61,2.1,3,0.1,0.1,0.1,1.1,6,-1
07.03.202122:00,5,697.2,767.3,66,2.1,2,0.1,0.1,0.1,1.1,6,-1
07.03.202122:30,5,697.2,767.3,66,2.1,3,0.1,0.1,0.1,1.1,7,-1
07.03.202123:00,4,697,767.3,70,2.1,2,0.1,0.1,0.1,1.1,7,-1
07.03.202123:30,4,697,767.3,70,2,3,0.1,0.1,0.1,1.1,7,-1
07.04.202100:00,12,698.9,767.3,30,1.5,2,0.1,0.1,0.1,1.1,10.1,-5
07.04.202100:30,11,698.6,767.3,35,1.9,2,0.1,0.1,0.1,1.1,10.1,-4
07.04.202101:00,11,698.6,767.3,35,1.9,2,0.1,0.1,0.1,1.1,10.1,-4
07.04.202101:30,8,697.9,767.3,50,5,1,0.1,0.1,0.1,1.1,10.1,-2
07.04.202102:00,8,697.9,767.3,53,5,1,0.1,0.1,0.1,1.1,10.1,-1
07.04.202102:30,6,697.4,767.3,57,5,1,0.1,0.1,0.1,1.1,10.1,-2
07.04.202103:00,6,697.4,767.3,57,2,1,0.1,0.1,0.1,1.1,10.1,-2
07.04.202103:30,5,697.2,767.3,61,5,1,0.1,0.1,0.1,1.1,10.1,-2
07.04.202104:00,6,697.4,767.3,57,5,1,0.1,0.1,0.1,1.1,10.1,-2
07.04.202104:30,4,697,767.3,70,0,0,0.1,0.1,0.1,1.1,10.1,-1
07.04.202105:00,4,697,767.3,65,5,1,0.1,0.1,0.1,1.1,10.1,-2
07.04.202105:30,4,697,767.3,70,5,1,0.1,0.1,0.1,1.1,10.1,-1
07.04.202106:00,3,696.7,767.3,75,2.5,2,0.1,7,0.1,1.1,5,-1
07.04.202106:30,4,697,767.3,70,2,1,0.1,0.1,0.1,1.1,7,-1
07.04.202107:00,5,697.9,768.1,70,5,1,0.1,0.1,0.1,1.1,9,0
07.04.202107:30,9,698.9,768.1,54,5,1,0.1,0.1,0.1,1.1,8,0
07.04.202108:00,10,699.1,768.1,50,5,1,0.1,0.1,0.1,1.1,9,0
07.04.202108:30,12,699.6,768.1,44,5,1,0.1,0.1,0.1,1.1,10.1,0
07.04.202109:00,14,700,768.1,39,5,1,0.1,0.1,0.1,1.1,10.1,0
07.04.202109:30,14,700,768.1,41,5.1,3,0.1,0.1,0.1,1.1,10.1,1
07.04.202110:00,16,700.5,768.1,34,5.1,3,0.1,0.1,0.1,1.1,10.1,0
07.04.202110:30,17,700.7,768.1,30,5,2,0.1,0.1,0.1,1.1,10.1,-1
07.04.202111:00,18,700.2,767.3,26,4.5,2,0.1,0.1,0.1,1.1,10.1,-2
07.04.202111:30,19,700.4,767.3,18,2.5,2,0.1,0.1,0.1,1.1,10.1,-6
07.04.202112:00,19,699.8,766.6,19,5,2,0.1,0.1,0.1,1.1,10.1,-5
07.04.202112:30,19,699.8,766.6,19,1,3,0.1,0.1,0.1,1.1,10.1,-5
07.04.202113:00,20,699.3,765.8,18,5,1,0.1,0.1,0.1,1.7,10.1,-5
07.04.202113:30,20,699.3,765.8,18,5,3,0.1,0.1,0.1,1.7,10.1,-5
07.04.202114:00,21,698.8,765,16,5,1,0.1,0.1,0.1,1.7,10.1,-6
07.04.202114:30,20,698.5,765,18,4.5,2,0.1,0.1,0.1,1.7,10.1,-5
07.04.202115:00,20,697.9,764.3,20,1.1,5,0.1,0.1,0.1,1.7,10.1,-4
07.04.202115:30,20,697.9,764.3,17,1.1,3,0.1,0.1,0.1,1.7,10.1,-6
07.04.202116:00,20,697.9,764.3,18,1,3,0.1,0.1,0.1,1.7,10.1,-5
07.04.202116:30,20,697.2,763.5,18,5,1,0.1,0.1,0.1,1.7,10.1,-5
07.04.202117:00,21,697.4,763.5,18,4.1,1,0.1,0.1,0.1,1.7,10.1,-4
07.04.202117:30,19,696.9,763.5,19,2,4,0.1,0.1,0.1,1.1,10.1,-5
07.04.202118:00,19,696.9,763.5,21,2,4,0.1,0.1,0.1,1.6,10.1,-4
07.04.202118:30,18,696.7,763.5,21,2,4,0.1,0.1,0.1,1.7,10.1,-5
07.04.202119:00,18,697.5,764.3,21,2,5,0.1,0.1,0.1,1.7,10.1,-5
07.04.202119:30,17,697.2,764.3,24,2.1,4,0.1,0.1,0.1,1.1,10.1,-4
07.04.202120:00,17,697.9,765,24,2,5,0.1,0.1,0.1,1.1,10.1,-4
07.04.202120:30,16,698.4,765.8,29,2,6,0.1,0.1,0.1,1.7,10.1,-2
07.04.202121:00,15,698.2,765.8,31,2,5,0.1,0.1,0.1,1.6,10.1,-2
07.04.202121:30,15,698.2,765.8,34,2,4,0.1,0.1,0.1,1.6,10.1,-1
07.04.202122:00,14,698.7,766.6,36,2,4,0.1,0.1,0.1,1.7,10.1,-1
07.04.202122:30,14,698.7,766.6,39,2,4,0.1,0.1,0.1,1.7,10.1,0
07.04.202123:00,14,698.7,766.6,39,2,4,0.1,0.1,0.1,1.7,10.1,0
07.04.202123:30,14,698.7,766.6,39,2,4,0.1,0.1,0.1,1.7,10.1,0
07.05.202100:00,13,694.2,762,14,5.1,5,0.1,8,0.1,1.1,4,-14
07.05.202100:30,14,694.5,762,14,5.1,7,0.1,8,0.1,1.1,3.5,-13
07.05.202101:00,13,694.2,762,18,4.5,6,0.1,8,0.1,1.1,3,-11
07.05.202101:30,13,694.2,762,18,4.5,3,0.1,8,0.1,1.1,2.8,-11
07.05.202102:00,13,694.2,762,19,4.5,6,0.1,8,0.1,1.1,2.8,-10
07.05.202102:30,12,694,762,22,4.5,6,0.1,8,0.1,1.1,3.5,-9
07.05.202103:00,12,694,762,22,4.1,5,0.1,8,0.1,1.1,4,-9
07.05.202103:30,11,693.8,762,26,4.5,6,0.1,8,0.1,1.1,4,-8
07.05.202104:00,11,693.8,762,26,4.1,6,12,8,0.1,1.1,4,-8
07.05.202104:30,11,693.8,762,26,4.1,6,0.1,8,0.1,1.1,3.5,-8
07.05.202105:00,11,693.1,761.2,26,4.5,4,0.1,8,0.1,1.1,3.5,-8
07.05.202105:30,10,693.6,762,28,4.1,4,0.1,8,0.1,1.1,2.5,-8
07.05.202106:00,11,693.8,762,26,4.1,5,0.1,8,0.1,1.1,2.5,-8
07.05.202106:30,11,694.5,762.8,24,4.1,5,0.1,8,0.1,1.1,2.5,-9
07.05.202107:00,11,694.5,762.8,26,4.1,4,0.1,8,0.1,1.1,2.5,-8
07.05.202107:30,12,694.8,762.8,24,4.1,4,0.1,116,0.1,1.1,2.3,-8
07.05.202108:00,12,694.8,762.8,24,4,4,0.1,116,0.1,1.1,3,-8
07.05.202108:30,13,695,762.8,21,4,3,0.1,116,0.1,1.1,2.5,-9
07.05.202109:00,14,694.5,762,20,4,3,0.1,116,0.1,1.1,2.5,-9
07.05.202109:30,15,694.7,762,18,4.5,4,0.1,116,0.1,1.1,2.5,-9
07.05.202110:00,16,694.9,762,17,4.5,4,0.1,116,0.1,1.1,2.5,-9
07.05.202110:30,17,695.1,762,16,4.5,4,0.1,116,0.1,1.1,2.8,-9
07.05.202111:00,18,694.6,761.2,15,4,4,0.1,116,0.1,1.1,3,-9
07.05.202111:30,19,694.8,761.2,15,3.5,3,0.1,116,0.1,1.1,3.5,-8
07.05.202112:00,20,694.4,760.5,13,5,3,0.1,116,0.1,1.1,5,-9
07.05.202112:30,21,693.9,759.7,13,3.9,6,0.1,8,0.1,1.1,4,-8
07.05.202113:00,21,693.9,759.7,12,3.9,5,0.1,8,0.1,1.1,4,-9
07.05.202113:30,21,693.3,759,13,3.9,6,0.1,8,0.1,1.1,4,-8
07.05.202114:00,22,693.5,759,12,3.9,6,0.1,8,0.1,1.1,4,-9
07.05.202114:30,22,692.8,758.2,14,3.5,5,0.1,8,0.1,1.1,4,-7
07.05.202115:00,23,692.5,757.7,12,3.5,5,0.1,8,0.1,1.1,4.5,-8
07.05.202115:30,23,692.5,757.7,12,3.5,4,0.1,8,0.1,1.1,5,-8
07.05.202116:00,24,692,756.9,12,3.9,5,0.1,8,0.1,1.1,5,-7
07.05.202116:30,24,692,756.9,11,3.9,5,0.1,0.1,0.1,1.1,6,-8
07.05.202117:00,24,692,756.9,11,4,5,0.1,0.1,0.1,1.1,6,-8
07.05.202117:30,24,691.3,756.2,11,4,5,0.1,0.1,0.1,1.1,7,-8
07.05.202118:00,23,691.1,756.2,10,4.1,6,0.1,0.1,0.1,1.1,10.1,-10
07.05.202118:30,23,691.1,756.2,10,4.5,5,0.1,0.1,0.1,1.1,10.1,-10
07.05.202119:00,22,690.9,756.2,12,4.1,5,0.1,0.1,0.1,1.1,10.1,-9
07.05.202119:30,21,690.7,756.2,12,4,3,0.1,0.1,0.1,1.1,10.1,-10
07.05.202120:00,20,690.5,756.2,12,4,2,0.1,0.1,0.1,1.1,10.1,-10
07.05.202120:30,20,691.1,756.9,13,4,2,0.1,0.1,0.1,1.1,10.1,-9
07.05.202121:00,19,690.9,756.9,14,3.9,2,0.1,0.1,0.1,1.1,10.1,-9
07.05.202121:30,18,690.7,756.9,15,4,3,0.1,0.1,0.1,1.1,10.1,-9
07.05.202122:00,18,690.7,756.9,15,3.9,2,0.1,0.1,0.1,1.1,10.1,-9
07.05.202122:30,15,689.4,756.2,23,2.9,2,0.1,0.1,0.1,1.1,8,-6
07.05.202123:00,13,689,756.2,28,2.5,3,0.1,0.1,0.1,1.1,8,-5
07.05.202123:30,13,689,756.2,26,2.9,2,0.1,0.1,0.1,1.1,8,-6
07.06.202100:00,25,690.1,754.6,30,2,6,0.1,0.1,0.1,1.1,10.1,6
07.06.202100:30,25,690.8,755.4,30,2,4,0.1,0.1,0.1,1.1,10.1,6
07.06.202101:00,25,690.8,755.4,30,2,5,0.1,0.1,0.1,1.1,10.1,6
07.06.202101:30,24,689.9,754.6,31,2,6,0.1,0.1,0.1,1.1,10.1,6
07.06.202102:00,24,689.9,754.6,31,2,6,0.1,0.1,0.1,1.1,10.1,6
07.06.202102:30,23,690.4,755.4,33,1.9,3,0.1,0.1,0.1,1.1,10.1,6
07.06.202103:00,24,690.6,755.4,31,2,4,0.1,0.1,0.1,1.1,10.1,6
07.06.202103:30,24,690.6,755.4,31,2,4,0.1,0.1,0.1,1.1,10.1,6
07.06.202104:00,24,690.6,755.4,29,2,4,0.1,0.1,0.1,1.1,10.1,5
07.06.202104:30,23,690.4,755.4,31,2,4,0.1,0.1,0.1,1.77,10.1,5
07.06.202105:00,22,690.2,755.4,36,2,4,0.1,0.1,9,1.6,10.1,6
07.06.202105:30,22,690.9,756.2,38,1,4,0.1,0.1,0.1,1.6,10.1,7
07.06.202106:00,23,691.1,756.2,33,2.1,4,0.1,0.1,0.1,51.6,10.1,6
07.06.202106:30,23,691.1,756.2,38,4.5,3,0.1,0.1,0.1,1.6,10.1,8
07.06.202107:00,23,691.1,756.2,38,5,1,0.1,0.1,0.1,1.7,10.1,8
07.06.202107:30,23,691.8,756.9,41,5,1,0.1,0.1,0.1,1.1,10.1,9
07.06.202108:00,24,692,756.9,36,1.9,2,0.1,0.1,0.1,1.1,10.1,8
07.06.202108:30,25,692.2,756.9,34,2,4,0.1,0.1,0.1,1.1,10.1,8
07.06.202109:00,26,692.4,756.9,32,1.9,2,0.1,0.1,0.1,1.1,10.1,8
07.06.202109:30,26,692.4,756.9,32,1,2,0.1,0.1,0.1,1.1,10.1,8
07.06.202110:00,27,692.6,756.9,30,1,2,0.1,0.1,0.1,1.1,10.1,8
07.06.202110:30,28,692.8,756.9,28,5.1,3,0.1,0.1,0.1,1.1,10.1,8
07.06.202111:00,28,692.8,756.9,26,5.1,3,0.1,0.1,0.1,1.1,10.1,7
07.06.202111:30,30,693.2,756.9,25,1.5,3,0.1,0.1,0.1,1.1,10.1,8
07.06.202112:00,30,693.2,756.9,24,5,2,0.1,0.1,0.1,1.1,10.1,7
07.06.202112:30,31,693.4,756.9,22,5,1,0.1,0.1,0.1,1.1,10.1,7
07.06.202113:00,31,693.4,756.9,22,3.9,3,0.1,0.1,0.1,1.6,10.1,7
07.06.202113:30,31,693.4,756.9,22,3.9,5,0.1,0.1,0.1,1.6,10.1,7
07.06.202114:00,30,693.9,757.7,24,3.9,5,0.1,0.1,0.1,7.7,10.1,7
07.06.202114:30,29,693,756.9,27,4.1,3,0.1,0.1,0.1,1.63,10.1,8
07.06.202115:00,29,693,756.9,31,1,7,0.1,0.1,0.1,1.73,10.1,10
07.06.202115:30,28,692.8,756.9,35,1,7,0.1,0.1,0.1,1.7,10.1,11
07.06.202116:00,27,692.6,756.9,37,1,6,0.1,0.1,0.1,1.1,10.1,11
07.06.202116:30,28,692.8,756.9,32,1,7,0.1,0.1,0.1,1.1,10.1,10
07.06.202117:00,27,693.3,757.7,34,1,6,0.1,0.1,0.1,1.1,10.1,10
07.06.202117:30,26,693.1,757.7,37,2,5,0.1,0.1,0.1,1.1,10.1,10
07.06.202118:00,26,693.1,757.7,37,1.9,5,0.1,0.1,0.1,1.1,10.1,10
07.06.202118:30,26,693.1,757.7,37,2,6,0.1,0.1,0.1,1.1,10.1,10
07.06.202119:00,25,693.4,758.2,39,1.9,5,0.1,0.1,0.1,1.1,10.1,10
07.06.202119:30,25,693.4,758.2,39,1.9,5,0.1,0.1,0.1,1.1,10.1,10
07.06.202120:00,24,693.2,758.2,44,2,5,0.1,0.1,0.1,1.1,10.1,11
07.06.202120:30,23,693.7,759,47,2,5,0.1,0.1,0.1,1.1,10.1,11
07.06.202121:00,23,693.7,759,47,2,5,0.1,0.1,0.1,1.1,10.1,11
07.06.202121:30,22,693.5,759,50,2,5,0.1,0.1,0.1,1.1,10.1,11
07.06.202122:00,22,694.1,759.7,47,1.9,5,0.1,0.1,0.1,1.1,10.1,10
07.06.202122:30,22,694.1,759.7,47,1.9,4,0.1,0.1,0.1,1.1,10.1,10
07.06.202123:00,21,693.9,759.7,53,1.9,3,0.1,0.1,0.1,1.1,10.1,11
07.06.202123:30,21,693.9,759.7,53,2,4,0.1,0.1,0.1,1.1,10.1,11
07.07.202100:00,21,692.1,757.7,88,1,3,0.1,0.1,0.1,1.1,10.1,19
07.07.202100:30,21,692.1,757.7,88,1,2,0.1,0.1,0.1,1.1,10.1,19
07.07.202101:00,21,692.1,757.7,88,5,1,0.1,0.1,0.1,1.1,10.1,19
07.07.202101:30,21,692.1,757.7,83,5,1,0.1,0.1,0.1,1.1,10.1,18
07.07.202102:00,21,692.1,757.7,83,5,1,0.1,0.1,0.1,1.1,10.1,18
07.07.202102:30,21,692.1,757.7,83,2,1,0.1,0.1,0.1,1.1,10.1,18
07.07.202103:00,21,691.4,756.9,78,2,1,0.1,0.1,0.1,1.1,10.1,17
07.07.202103:30,21,691.4,756.9,78,5,1,0.1,0.1,0.1,1.1,10.1,17
07.07.202104:00,20,691.1,756.9,83,2,2,0.1,0.1,0.1,1.1,10.1,17
07.07.202104:30,21,691.4,756.9,78,2.1,1,0.1,0.1,0.1,1.1,10.1,17
07.07.202105:00,21,692.1,757.7,83,1.9,1,0.1,0.1,0.1,1.1,10.1,18
07.07.202105:30,21,692.1,757.7,83,2,1,0.1,0.1,0.1,1.1,10.1,18
07.07.202106:00,21,692.1,757.7,78,1.5,1,0.1,0.1,0.1,1.1,10.1,17
07.07.202106:30,21,692.1,757.7,83,5,1,0.1,0.1,0.1,1.1,8,18
07.07.202107:00,22,692.3,757.7,78,5,1,0.1,0.1,0.1,1.1,8,18
07.07.202107:30,22,692.3,757.7,78,5,1,0.1,0.1,0.1,1.1,6,18
07.07.202108:00,23,693,758.2,74,5,1,0.1,0.1,0.1,1.1,7,18
07.07.202108:30,23,693,758.2,78,5,1,0.1,0.1,0.1,1.1,7,19
07.07.202109:00,24,693.2,758.2,69,5,1,0.1,0.1,0.1,1.1,6,18
07.07.202109:30,25,693.4,758.2,69,5,1,0.1,0.1,0.1,1.1,6,19
07.07.202110:00,25,693.4,758.2,65,5,1,0.1,0.1,0.1,1.1,6,18
07.07.202110:30,26,693.6,758.2,61,5,1,0.1,0.1,0.1,1.1,6,18
07.07.202111:00,26,693.6,758.2,61,2.1,2,0.1,0.1,0.1,1.1,6,18
07.07.202111:30,25,693.4,758.2,69,5,1,0.1,0.1,0.1,1.1,6,19
07.07.202112:00,25,693.4,758.2,69,3.9,1,0.1,31,0.1,2.4,6,19
07.07.202112:30,26,693.1,757.7,65,3.9,1,0.1,7,0.1,1.6,5,19
07.07.202113:00,27,693.3,757.7,58,4,2,0.1,0.1,0.1,1.1,8,18
07.07.202113:30,29,693,756.9,51,3.1,2,0.1,0.1,0.1,1.73,8,18
07.07.202114:00,28,692.8,756.9,55,5,2,0.1,0.1,0.1,1.73,10.1,18
07.07.202114:30,28,692.8,756.9,55,5,1,0.1,0.1,0.1,1.73,10.1,18
07.07.202115:00,30,692.6,756.2,46,5,1,0.1,0.1,0.1,1.73,10.1,17
07.07.202115:30,31,692.8,756.2,43,5,1,0.1,0.1,0.1,1.73,10.1,17
07.07.202116:00,30,692.6,756.2,43,5,1,0.1,0.1,0.1,7.1,10.1,16
07.07.202116:30,27,692,756.2,48,2,5,0.1,0.1,0.1,7.1,10.1,15
07.07.202117:00,25,691.6,756.2,57,2,5,0.1,391,0.1,7.1,10.1,16
07.07.202117:30,25,691.6,756.2,57,2,4,0.1,411,9,7.1,10.1,16
07.07.202118:00,24,691.3,756.2,57,2,6,0.1,0.1,0.1,7.1,10.1,15
07.07.202118:30,24,691.3,756.2,57,2,6,0.1,0.1,0.1,1.73,10.1,15
07.07.202119:00,24,691.3,756.2,57,2,6,0.1,0.1,0.1,1.1,10.1,15
07.07.202119:30,24,691.3,756.2,57,2,5,0.1,0.1,0.1,1.1,10.1,15
07.07.202120:00,24,691.3,756.2,57,2,4,0.1,0.1,0.1,1.1,10.1,15
07.07.202120:30,23,691.8,756.9,61,2,4,0.1,0.1,0.1,1.5,10.1,15
07.07.202121:00,23,691.8,756.9,61,2,3,0.1,0.1,0.1,1.5,10.1,15
07.07.202121:30,22,692.3,757.7,69,2.5,2,0.1,0.1,0.1,15.4,10.1,16
07.07.202122:00,21,692.1,757.7,73,2.5,2,0.1,0.1,0.1,15.4,10.1,16
07.07.202122:30,21,692.1,757.7,73,2,2,0.1,0.1,0.1,15.4,10.1,16
07.07.202123:00,22,692.3,757.7,69,2,2,0.1,0.1,0.1,1.1,10.1,16
07.07.202123:30,21,692.1,757.7,73,2,2,0.1,0.1,0.1,1.1,10.1,16
07.08.202100:00,25,691.6,756.2,57,2,6,0.1,0.1,0.1,1.1,10.1,16
07.08.202100:30,25,691.6,756.2,61,2,5,0.1,0.1,0.1,1.1,10.1,17
07.08.202101:00,24,691.3,756.2,65,2,5,0.1,0.1,0.1,1.1,10.1,17
07.08.202101:30,24,691.3,756.2,69,2,5,0.1,0.1,0.1,1.1,10.1,18
07.08.202102:00,24,691.3,756.2,69,2,5,0.1,0.1,0.1,1.1,10.1,18
07.08.202102:30,24,691.3,756.2,65,1.9,5,0.1,0.1,0.1,1.1,10.1,17
07.08.202103:00,24,691.3,756.2,65,2,3,0.1,0.1,0.1,1.1,10.1,17
07.08.202103:30,24,691.3,756.2,65,1.9,3,0.1,0.1,0.1,1.1,10.1,17
07.08.202104:00,24,691.3,756.2,65,1.9,2,0.1,0.1,0.1,1.1,10.1,17
07.08.202104:30,24,691.3,756.2,65,2,2,0.1,0.1,0.1,1.1,10.1,17
07.08.202105:00,23,691.1,756.2,69,5,1,0.1,0.1,0.1,1.1,10.1,17
07.08.202105:30,24,692,756.9,61,5,1,0.1,0.1,0.1,1.1,10.1,16
07.08.202106:00,23,691.8,756.9,74,5,1,0.1,0.1,0.1,1.1,10.1,18
07.08.202106:30,23,691.8,756.9,74,3,1,0.1,7,0.1,1.1,4,18
07.08.202107:00,23,691.8,756.9,74,5,1,0.1,7,0.1,1.1,5,18
07.08.202107:30,24,692,756.9,69,1.9,2,0.1,7,0.1,1.1,5,18
07.08.202108:00,24,692,756.9,69,5,1,0.1,0.1,0.1,1.1,6,18
07.08.202108:30,26,692.4,756.9,61,1.1,2,0.1,0.1,0.1,1.1,6,18
07.08.202109:00,27,692.6,756.9,54,5,1,0.1,0.1,0.1,1.1,8,17
07.08.202109:30,28,692.8,756.9,48,5,1,0.1,0.1,0.1,1.1,9,16
07.08.202110:00,28,693.5,757.7,51,5,1,0.1,0.1,0.1,1.1,9,17
07.08.202110:30,29,693,756.9,48,5,1,0.1,0.1,0.1,1.1,9,17
07.08.202111:00,29,693,756.9,45,5,2,0.1,0.1,0.1,1.1,9,16
07.08.202111:30,30,693.2,756.9,40,5,2,0.1,0.1,0.1,1.1,8,15
07.08.202112:00,30,693.2,756.9,43,5,2,0.1,0.1,0.1,1.1,8,16
07.08.202112:30,31,692.8,756.2,40,3,3,0.1,0.1,0.1,1.1,8,16
07.08.202113:00,32,693,756.2,33,5,2,0.1,0.1,0.1,1.1,10.1,14
07.08.202113:30,32,693,756.2,33,5,2,0.1,0.1,0.1,1.73,10.1,14
07.08.202114:00,32,692.2,755.4,31,3,2,0.1,0.1,0.1,1.73,10.1,13
07.08.202114:30,33,692.4,755.4,28,3,2,0.1,0.1,0.1,1.73,10.1,12
07.08.202115:00,34,692.6,755.4,26,3,2,0.1,0.1,0.1,1.73,10.1,12
07.08.202115:30,34,691.9,754.6,26,2.5,3,0.1,0.1,0.1,1.73,10.1,12
07.08.202116:00,34,691.9,754.6,26,2.9,2,0.1,0.1,0.1,1.7,10.1,12
07.08.202116:30,34,691.9,754.6,26,3.1,2,0.1,0.1,0.1,1.7,10.1,12
07.08.202117:00,33,691.7,754.6,28,3.1,3,0.1,0.1,0.1,1.7,10.1,12
07.08.202117:30,33,691.7,754.6,28,2.9,2,0.1,0.1,0.1,1.7,10.1,12
07.08.202118:00,31,691.3,754.6,40,2,5,0.1,0.1,0.1,1.1,10.1,16
07.08.202118:30,30,691.8,755.4,46,2,6,0.1,0.1,0.1,1.1,10.1,17
07.08.202119:00,29,691.6,755.4,51,2,7,0.1,0.1,0.1,1.1,10.1,18
07.08.202119:30,28,692.2,756.2,48,2.1,5,0.1,0.1,0.1,1.1,10.1,16
07.08.202120:00,28,692.2,756.2,45,2,5,0.1,0.1,0.1,1.1,10.1,15
07.08.202120:30,27,692,756.2,51,2,4,0.1,0.1,0.1,1.1,10.1,16
07.08.202121:00,27,692.6,756.9,54,2,5,0.1,0.1,0.1,1.1,10.1,17
07.08.202121:30,26,692.4,756.9,54,2,5,0.1,0.1,0.1,1.1,10.1,16
07.08.202122:00,26,692.4,756.9,54,2,6,0.1,0.1,0.1,1.1,10.1,16
07.08.202122:30,26,692.4,756.9,54,2,5,0.1,0.1,0.1,1.1,10.1,16
07.08.202123:00,26,692.4,756.9,54,2,4,0.1,0.1,0.1,1.1,10.1,16
07.08.202123:30,25,692.9,757.7,61,2,5,0.1,0.1,0.1,1.1,10.1,17
07.09.202100:00,13,697.7,765.8,88,5,1,0.1,0.1,0.1,1.1,10.1,11
07.09.202100:30,14,697.9,765.8,82,5,1,0.1,0.1,0.1,1.1,10.1,11
07.09.202101:00,13,697.7,765.8,88,0,0,0.1,0.1,0.1,1.1,10.1,11
07.09.202101:30,13,697.7,765.8,88,5,1,0.1,0.1,0.1,1.1,10.1,11
07.09.202102:00,13,697.7,765.8,82,2,1,0.1,0.1,0.1,1.1,10.1,10
07.09.202102:30,13,697.7,765.8,82,2,2,0.1,0.1,0.1,1.1,10.1,10
07.09.202103:00,12,697.5,765.8,82,2.1,1,0.1,0.1,0.1,1.1,10.1,9
07.09.202103:30,12,697.5,765.8,82,0,0,0.1,0.1,0.1,1.1,10.1,9
07.09.202104:00,11,696.5,765,88,0,0,0.1,0.1,0.1,1.1,10.1,9
07.09.202104:30,11,696.5,765,88,0,0,0.1,0.1,0.1,1.1,10.1,9
07.09.202105:00,10,696.3,765,94,5,1,0.1,0.1,0.1,1.1,10.1,9
07.09.202105:30,10,696.3,765,94,2.5,1,0.1,0.1,0.1,1.1,10.1,9
07.09.202106:00,10,696.3,765,88,5,1,0.1,0.1,0.1,1.1,10.1,8
07.09.202106:30,11,696.5,765,88,1.9,1,0.1,0.1,0.1,1.1,10.1,9
07.09.202107:00,12,697.5,765.8,88,5,1,0.1,0.1,0.1,1.1,10.1,10
07.09.202107:30,14,697.9,765.8,82,5,1,0.1,0.1,0.1,1.1,10.1,11
07.09.202108:00,15,698.2,765.8,77,5,1,0.1,0.1,0.1,1.1,10.1,11
07.09.202108:30,16,698.4,765.8,68,5,1,0.1,0.1,0.1,1.1,10.1,10
07.09.202109:00,16,698.4,765.8,72,5,1,0.1,0.1,0.1,1.1,10.1,11
07.09.202109:30,18,698.8,765.8,64,5,1,0.1,0.1,0.1,1.1,10.1,11
07.09.202110:00,19,698.3,765,60,2.9,2,0.1,0.1,0.1,1.1,10.1,11
07.09.202110:30,20,698.5,765,56,5,2,0.1,0.1,0.1,1.1,10.1,11
07.09.202111:00,21,698.8,765,53,3.1,2,0.1,0.1,0.1,1.1,10.1,11
07.09.202111:30,22,698.3,764.3,47,3.1,3,0.1,0.1,0.1,1.1,10.1,10
07.09.202112:00,23,697.8,763.5,47,5,2,0.1,0.1,0.1,1.1,10.1,11
07.09.202112:30,24,698,763.5,39,3.1,4,0.1,0.1,0.1,1.1,10.1,9
07.09.202113:00,24,697.4,762.8,39,3.1,3,0.1,0.1,0.1,1.1,10.1,9
07.09.202113:30,25,697.6,762.8,34,3.5,3,0.1,0.1,0.1,1.1,10.1,8
